"bad_stop","confidence_1","stop_id_1","stop_name_1","confidence_2","stop_id_2","stop_name_2"
"mcowan/eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"yonge and eglington.","86","9897","Eglinton Ave West at Yonge St","86","9898","Eglinton Ave West at Yonge St West Side"
"bathurst and vaugh","86","134","Bathurst St at Elm Ridge Dr","86","143","Bathurst St at Glencairn Ave"
"victoriapark and danforth","86","4936","1290 Danforth Rd","86","1850","300 Danforth Rd"
"mt. pleasant/eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"mt pleasant on eglinton","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","2240","Eglinton Ave East at Bayview Ave East Side"
"eglinton from yonge to mt. pleasant","86","3244","Yonge St at Shuter St","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt"
"eglinton and mt.pleasant","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","2240","Eglinton Ave East at Bayview Ave East Side"
"steeles loop martingrove","86","9720","Birchmount Rd at Steeles Ave South Side","86","12584","Exhibition Loop"
"eglinton from yonge to mt. pleasant.","86","3244","Yonge St at Shuter St","86","1371","Neilson Rd at Opp Walkway to Blackwater Cres & Kessack Crt"
"finch statione","96","14683","Finch Station","96","14683","Finch Station"
"islington  station","97","16045","Islington Station","97","16045","Islington Station"
"welliongton & bay","86","9406","Front St West at Bay St East Side - Union Station","86","4710","Wellington St West at Bay St"
"murrison blvd","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","3543","Eighth St at Lake Shore Blvd West North Side"
"the donway w. and lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","6375","The Esplanade at Lower Jarvis St East Side"
"falmouth & eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"princess gate to springhurst","86","9108","Sherway Gardens Rd at Sherway Gate Mall West Side","86","14104","2851 Morningside Ave Walkway to Raponi Cir"
"wilson stn to downsview stn","90","14799","Wilson Station","90","14799","Wilson Station"
"finch and markham rd","86","3479","Disco Rd at Carlingview Dr East Side","86","14258","Don Mills Rd at Eglinton Ave East"
"sheppard and markham.","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"graydon hall & donmills","86","7133","Sheppard Ave East at Walkway to Burrows Hall Blvd","86","9653","Graydon Hall Dr at Graydon Hall Pl East Side"
"greencrest and lawrence","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"stc srt stn","86","3539","Eglinton Ave East at Kennedy Station","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station"
"dovercourt and northumberland","88","10769","Dovercourt Rd at Northumberland St","88","10769","Dovercourt Rd at Northumberland St"
"lawrence and valia","86","14255","Don Mills Rd at Lawrence Ave East South Side","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"eglinton ave west / old forest hill","95","2390","Eglinton Ave West at Old Forest Hill Rd East Side","95","2391","Eglinton Ave West at Old Forest Hill Rd"
"lansdowne / wade","86","5213","Lansdowne Ave at Davenport Rd South Side","86","11632","Lansdowne Ave at Dundas St West South Side"
"dundas/keele","86","9856","Dundas St West at Bloor St West","86","9942","Dundas St West at Jane St East Side"
"1811 albion rd","100","10810","1811 Albion Rd","86","662","Danforth Rd at Kennedy Rd"
"eglinton & scarlet","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"warden ave ellesmere","95","7719","Ellesmere Rd at Warden Ave","95","8561","Warden Ave at Ellesmere Rd"
"morningside and finch avenue east","86","11651","East York Town Centre","86","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"scarbourough town center","86","8443","Victoria Park Ave at Crescent Town Rd","86","2988","Overlea Blvd at East York Town Centre (East Side)"
"kipling & horner","86","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","86","4291","Kipling Ave at Bloor St West North Side"
"bloor and sherbourn","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"york u. commons","86","6991","Royal York Rd at Dixon Rd","86","12175","Royal York Rd at Eglinton Ave West South Side"
"go stn","90","4285","Kipling Ave at Belfield Rd - Etobicoke North GO Station","90","13068","Lawrence Ave East at East Ave - Rouge Hill GO Station"
"finch station to stc & morningside & nightstar","90","14683","Finch Station","90","14683","Finch Station"
"tapscott road @ finchdene sq (cn rail)","86","11550","257 Finchdene Sq","86","10850","1120 Tapscott Rd"
"lakeshore / parkside","86","11773","Parkside Dr at The Queensway North Side","86","1153","Howard Park Ave at Parkside Dr"
"jane and emmette","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"hallam & ossington","95","5970","Ossington Ave at Hallam St","95","5970","Ossington Ave at Hallam St"
"lawrence ave east ave","95","5455","Leslie St at Lawrence Ave East","95","5276","Lawrence Ave East at Howden Rd"
"royal york & lakeshore","86","12175","Royal York Rd at Eglinton Ave West South Side","86","9078","York Mills Rd at Lesmill Rd West Side"
"on keele between annette and dundas","86","10755","Keele St at Toro Rd","86","6031","Rogers Rd at Keele St"
"danforth rd. & wolfe ave","95","4951","Danforth Rd at Wolfe Ave","86","3479","Disco Rd at Carlingview Dr East Side"
"queen st & wineva","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"eglinton and bayview","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"dufferin stn","90","2020","Dufferin St at Bloor St West - Dufferin Station","90","2020","Dufferin St at Bloor St West - Dufferin Station"
"steele's avenue east at midland avenue","90","9787","Steeles Ave East at Midland Ave","86","662","Danforth Rd at Kennedy Rd"
"brichmount rd and eglinton ave e","88","403","Birchmount Rd at Eglinton Ave East","88","403","Birchmount Rd at Eglinton Ave East"
"ellemere and morningside","86","10947","Morningside Ave at Casebridge Crt North Side","86","11249","Morningside Ave at John Stoner Dr South Side"
"weybright and midland","86","1036","Eglinton Ave East at Midland Ave West Side","86","11251","Midland Ave at Steeles Ave East South Side"
"sparks ave and victoria park","90","3156","Victoria Park Ave at Sparks Ave","90","3156","Victoria Park Ave at Sparks Ave"
"davenport & yonge","95","3220","Yonge St at Davenport Rd","86","929","Davenport Rd at Bedford Rd"
"york mills and old york mills","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"markham road and milner","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"dundas / keele","86","9856","Dundas St West at Bloor St West","86","9942","Dundas St West at Jane St East Side"
"duplex","90","13898","Duplex Ave at Eglinton Ave West","90","9879","Chaplin Cres at Duplex Ave"
"markham and major mckenzie","86","2288","Eglinton Ave East at Markham Rd West Side","86","5564","Markham Rd at Greencrest Circt North Side"
"midland and 401","86","1036","Eglinton Ave East at Midland Ave West Side","86","11251","Midland Ave at Steeles Ave East South Side"
"leslie and 401 on and off ramps","86","7242","Sheppard Ave East at Old Leslie St - Leslie Station","86","463","Birchmount Rd at Highway 401 - Walkway North of Rolark"
"sunnybrook hospital armistice drive exit","86","5773","Mortimer Ave at Coxwell Ave West Side - Michael Garron Hospital","86","1729","Hospital Rd at Wellness Way East Side - Sunnybrook Main Entrance"
"pittfield on mccowan","86","9604","Ellesmere Rd at McCowan Rd East Side","86","9807","McCowan Rd at Steeles Ave East North Side"
"sunnybrook and bayview","86","2240","Eglinton Ave East at Bayview Ave East Side","86","1729","Hospital Rd at Wellness Way East Side - Sunnybrook Main Entrance"
"armel court and albion","86","3273","Albion Rd at Humberline Dr East Side","86","3284","1919 Albion Rd"
"leyton ave and danforth ave","89","897","Danforth Ave at Leyton Ave","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"eg west stn.","86","5006","Doncaster Ave at Main St West Side","86","9856","Dundas St West at Bloor St West"
"park vista and dawes rd","88","1898","Dawes Rd at Park Vista","86","3479","Disco Rd at Carlingview Dr East Side"
"beechell/eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"bechell/eglinton","86","14258","Don Mills Rd at Eglinton Ave East","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"beechell/markham","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"humberwood & humberline","95","11508","Humberwood Blvd at Humberline Dr","86","12196","Humber College Blvd at Humberline Dr South Side"
"morningside ave at ellesmere rd","100","2943","Morningside Ave at Ellesmere Rd","100","2943","Morningside Ave at Ellesmere Rd"
"bloor / markland","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"dupont and st.george","86","1871","Davisville Ave at Cleveland St","86","5006","Doncaster Ave at Main St West Side"
"weston and ablion","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"victoria patrk stn","98","14786","Victoria Park Station","98","14786","Victoria Park Station"
"queensway / parklawn","86","6923","The Queensway at Windermere Ave West Side","86","7373","Stephen Dr at The Queensway North Side"
"yonge and queen quay","86","11181","Eastern Ave at Queen St East South Side","86","9898","Eglinton Ave West at Yonge St West Side"
"kingston road and white capp blvd","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","3827","Islington Ave at Princess Margaret Blvd South Side"
"st.calir west stn","95","14779","St Clair West Station","95","14779","St Clair West Station"
"weston and 401","86","9383","Eglinton Ave West at Weston Rd","86","9383","Eglinton Ave West at Weston Rd"
"wingold and tycos","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","748","Caledonia Rd at Tycos Dr South Side"
"finch station to stc & to morningside & nightstar","90","14683","Finch Station","90","14683","Finch Station"
"signal hill and steeles ave","87","10860","Signal Hill Ave at Steeles Ave West","86","9125","Don Mills Rd at Eglinton Ave East North Side"
"sentinel/cook","86","8082","Sentinel Rd at Finch Ave West","86","4498","Sentinel Rd at The Pond Rd"
"royal york / queensway","95","6914","The Queensway at Royal York Rd","95","6914","The Queensway at Royal York Rd"
"sheppard w","90","14651","Sheppard West Station","90","14651","Sheppard West Station"
"lakeshore / mimico","86","7013","Royal York Rd at Mimico Ave","86","5192","Lake Shore Blvd West at Mimico Ave"
"parklawn / queensway","86","6923","The Queensway at Windermere Ave West Side","86","7373","Stephen Dr at The Queensway North Side"
"neptune and bathurst","86","204","Bathurst St at St Clair Ave West","86","9719","Bathurst St at Steeles Ave West"
"eb on steeles at martin grove","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"eglinton ave & rosemount drive","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","1842","3450 Danforth Ave"
"alness and steeles ave west","87","7","Alness St at Steeles Ave West South Side","87","8255","Steeles Ave West at Alness St"
"lawrence morringside ave","86","9125","Don Mills Rd at Eglinton Ave East North Side","86","14255","Don Mills Rd at Lawrence Ave East South Side"
"lower jarvis and queen quay","86","6375","The Esplanade at Lower Jarvis St East Side","86","1459","Queen's Park Cres East at St Joseph St North Side"
"bay and wellesley st. w.","86","985","Dufferin St at Jane Osler Blvd - Yorkdale Shopping Centre","86","9942","Dundas St West at Jane St East Side"
"laird and vanderhoof","86","12258","Brentcliffe Rd at Vanderhoof Ave","86","13706","Vanderhoof Ave at Thomas Elgie Dr"
"alness/bus roadway","86","14061","Westwood Square Bus Terminal at Morning Star Dr","86","3772","Islington Ave at Central Park Roadway South Side"
"dundas & mabelle ave","95","9530","Mabelle Ave at Dundas St West","86","1871","Davisville Ave at Cleveland St"
"york bus roadway & keele","86","14061","Westwood Square Bus Terminal at Morning Star Dr","86","12175","Royal York Rd at Eglinton Ave West South Side"
"yorkmill collegiate (yoce)","86","1981","16 The Donway East - Opposite Don Mills Collegiate","86","431","2450 Birchmount Rd - Stephen Leacock Collegiate"
"roywood loop","86","13366","Exhibition Loop at Manitoba Dr","86","6530","Rouge Hill GO Station Loop"
"finch ave west & keele st.","95","2612","Finch Ave West at Keele St","95","2612","Finch Ave West at Keele St"
"nb weston between st. clair and rogers","86","940","Davenport Rd at Dupont St","86","5007","Doncaster Ave at Main St"
"lowther to bloor","86","9856","Dundas St West at Bloor St West","86","526","Bloor St West at Islington Ave West Side"
"coxwell and cosburn","86","4908","Coxwell Ave at Mortimer Ave - Michael Garron Hospital","86","5773","Mortimer Ave at Coxwell Ave West Side - Michael Garron Hospital"
"clayson and wilson","86","9154","Keele St at Wilson Ave North Side","86","14141","Wilson Ave at Keele St North Side"
"sheppard west at easton rd.","95","7276","Sheppard Ave West at Easton Rd","89","6091","Sheppard Ave West at Weston Rd"
"markham and milner","86","2288","Eglinton Ave East at Markham Rd West Side","86","11364","Progress Ave at Markham Rd East Side"
"bayview and cleveland","86","2240","Eglinton Ave East at Bayview Ave East Side","86","298","2395 Bayview Ave - Bob Rumball Centre For The Deaf"
"rockcliff and outlook","86","2679","Guildwood Pkwy at Guild Park and Gardens West Side","86","2678","Guildwood Pkwy at Guild Park and Gardens East Side"
"leslie and 401 ramps.","86","5451","Leslie St at Kirkwood Rd North Side","86","5455","Leslie St at Lawrence Ave East"
"rockcliffe and outlook","86","6956","Rockcliffe Blvd at Caesar Ave North Side","86","6962","Rockcliffe Blvd at Outlook Ave"
