bad_name, good_name, confidence
eglinton east 34 route, Eglinton Ave East at Wynford Dr, 80
islungton station to humberwood loop, Islington Ave at The Kingsway, 60
clairteport at albion to lakeshore at mimico, Claireport Cres (East) at Albion Rd, 50
weston rs atknob hill, Weston Rd at Knob Hill Dr, 90
wilson & apex, Wilson Ave at Apex Lane, 80
glencairn/bathurst, Glencairn Ave at Bathurst St, 90
binswood, O'Connor Dr at Binswood Ave, 80
sheppard-yonge - don mills station, Sheppard Ave East at Yonge St East Side, 60
valdane, Victoria Park Ave at Valdane Dr, 95
eglinton w of midland, NONE, NONE
martin grove &  eglinton, Martin Grove Rd at Eglinton Ave West, 90
davenport / oakwood, Davenport Rd at Oakwood Ave, 90
york st, York St at King St West, 100
.bathurst/ st.clair, Bathurst St at St Clair Ave West, 80
between steeles and eapa, NONE, NONE
ian mcdonald and chimney stack, Ian MacDonald Blvd at The Chimneystack Rd, 90
yonge st. lawrence to front, NONE, 0
yonge/wellsley, Yonge St at Wellesley St West, 80
victoria park / danforth, Victoria Park Ave at Danforth Ave, 100
carlton / parliament, Parliament St at Carlton St, 100
sheppard and jane st, Sheppard Ave West at Jane St, 90
sporting life 10k run, NONE, 0
all of route west of spadina, NONE, 0
bathurst/lakeshore, Bathurst St at Lake Shore Blvd West, 90
spadina / bremner, Spadina Rd at Bremner Blvd, 90
bathurst / lakeshore, Bathurst St at Lake Shore Blvd West, 90
harvest moon dr old finch, NONE, 0
kipling ave and widdicombe blvd, Kipling Ave at Widdicombe Hill Blvd, 90
glendower circle, Glendower Circt (South) at Birchmount Rd, 80
spadina / front, Spadina Rd at Front St West, 50
highway 27 / queensplate drv, Highway 27 at Queen's Plate Dr - Woodbine Centre, 90
village gate and bathurst to bathurst station, Village Gate at Steeles Ave West, 40
high park and bloor st west, High Park Ave at Bloor St West North Side, 70
route 185, NONE, 0
lawrence and townley, Lawrence Ave East at Townley Ave, 90
ardmore and bathurst, Bathurst St at Ardmore Rd, 80
victoria park on york mills, Victoria Park Ave at York Mills Rd, 80
squires ave and st. clair, St Clair Ave East at Squires Ave, 90
bartonville, Weston Rd at Bartonville Ave West, 80
victoria park /ivordale, Victoria Park Ave at Ivordale Cres (South), 90
signet dr and steele ave west, Steeles Ave West at Signet Dr, 90
kenn 06h02, NONE, 0
roywood underpass, Underpass Gate at Roywood Dr, 70
kenn 07h19, NONE, 0
steeles and keel, Steeles Ave West at Keele St, 80
Finch Station, NONE, 50
finch and hwy 400, NONE, 50
don mills and havenbrook blvd, Don Mills Rd at Havenbrook Blvd, 90
william craig and jane, Jane St at William Cragg Dr, 90
shoreham dr, Shoreham Dr at Shoreham Crt, 100
jarvis at queen quay to south dr at glen rd, NONE, 20
yonge/esplanade, Yonge St at Front St East, 50
danforth/main ( main station ), Danforth Ave at Main St, 100
islington and the kingway, Islington Ave at The Kingsway, 100
weston rd n/b ramp, NONE, 20
sheppard & leslie, Sheppard Ave East at Old Leslie St - Leslie Station, 80
eglinton av-markham rd, Markham Rd at Eglinton Ave East, 80
bayview on york mills, York Mills Rd at Bayview Ave, 90
big red ave on mccowan rd, NONE, 0
islington station & steeles loop, Steeles Ave West at Islington Ave Loop, 60
marshall macluhan school, 1107 Avenue Rd - Marshall McLuhan Secondary School, 90
blackcreek and treathewey, Eglinton Ave West at Trethewey Dr/Keele St, 70
york mill rd at bayview, York Mills Rd at Bayview Ave, 90
birchhnount garage, 400 Danforth Rd (Birchmount Garage), 85
ravine dr on kingston road, Kingston Rd at Ravine Dr, 90
St Clair Station, St Clair Station, 100
ravine drive on kingston, NONE, 20
64 main routing, NONE, 20
bayview on yorkmills, York Mills Rd at Bayview Ave, 80
front/yonge, Yonge St at Front St East, 80
91 woodbine n, NONE, 20
pandora on markham road, Markham Rd at Pandora Cir, 80
progress ave., Progress Ave at Markham Rd, 80
bw at jethro and wilson, Wilson Ave at Jethro Rd, 70
vaughan road and oakwood, Vaughan Rd at Oakwood Ave, 100
NONE, NONE, NONE
ducan mill and donmills, Duncan Mill Rd at Don Mills Rd, 70
kennedy passmore, Kennedy Rd at Passmore Ave, 80
eglinton at renforth, Renforth Dr at Eglinton Ave West, 80
east ave & eastbrook, NONE, 30
shoreham and hullmar, Hullmar Dr at Shoreham Dr, 80
mornignside and staines, Morningside Ave at Staines Rd, 80
royal york at eavans, Evans Ave at Royal York Rd, 50
south leaside on st clair, St Clair Ave East at Leaside Park Dr, 40
mofi - Scarborough Town Center, NONE, 20
victoria park / vict, Victoria Park Ave, 60
steeles / cactus, 111 Cactus Ave, 80
clearview ht. and tretheway, NONE, NONE
huntingwood and birthmount, Huntingwood Dr at Birchmount Rd, 90
fwes to Scarborough Town Center, Scarborough Town Centre, 60
140 vaughan rd, 140 Church St, 70
leslie and kirkwood, Leslie St at Kirkwood Rd North Side, 90
parkside dr. and garden, Parkside Dr at Garden Ave, 95
parkside at garden, Parkside Dr at Garden Ave, 95
islington & westway, Islington Ave at The Westway, 90
birchmount & finch ave., Birchmount Rd at Finch Ave East, 80
racine and kipling, NONE, 0
pape station - freshmeadow, NONE, 0
cass and underhill, Underhill Dr at Cassandra Blvd, 70
sb @ martin grove & dixon, NONE, 0
bay st and queens quay, Bay St at Queen St West, 40
queen and hambley, Hambly Ave at Queen St East North Side, 80
lawrence station to sunny brook, NONE, 0
eghlinton west station, Eglinton Ave West at Avenue Rd East Side, 60
64 main, NONE, 0
firvalley, Warden Ave at Firvalley Crt, 80
progress and ceco exit, Progress Ave at Kennedy Rd, 40
progress and centennial college loop, Progress Ave at Roadway to Centennial College, 85
fenmar and weston road, Weston Rd at Fenmar Dr, 90
avenue rd/old orchard, Avenue Rd at Old Orchard Grove, 95
dundas & hwy 427 north bound ramp, Highway 27 at Queen's Plate Dr - Woodbine Centre, 65
renforth/eglington, Renforth Dr at Eglinton Ave West, 90
berkeley and front street, Berkeley St at Front St East South Side, 95
avon, NONE, 30
dawes road / wood, Dawes Rd at Woodbine Ave, 75
east mall & burnamthorpe, The East Mall at Burnhamthorpe Rd, 95
carrier dr at humber college blvd, Carrier Dr at Humber College Blvd, 100
e#glinton gargage, NONE, NONE
qnpk, Queen's Park, 80
dundass st w, Dundas St West, 90
jones & dundas, Jones Ave at Dundas St East, 85
main and barrington, Main St at Gerrard St East, 70
victoria park/ivordale, Victoria Park Ave at Ivordale Cres (South), 95
eglinton and bayview and victoria park and don mills, Eglinton Ave East at Bayview Ave East Side, 50
islington at south hompton, Islington Ave at South Hampton Dr, 90
heath st. and avenue rd., Avenue Rd at Heath St West, 80
on calvington drive from exbury rd to roding st, NONE, 0
todd bayliss and trethewey, Todd Baylis Blvd at Industry St, 80
180 caledonia, 180 Caledonia Rd, 90
speers and jane, NONE, 0
huddersfield and claireville dr, Humberline Dr at Claireville Dr, 70
revine dr-kingston rd, Lawson Rd at Kingston Rd - Highway 2A Overpass, 50
coxwell station -  warden station/craighton, NONE, 0
Scarborough Town Center to sclp, Scarborough Centre Station, 40
islington & the west way, Islington Ave at The Westway, 90
gordon baker blvd., Gordon Baker Rd at Victoria Park Ave West Side, 80
Wellness Way at Hospital Rd - Odette Cancer Centre, 100,
NONE, NONE, 60
Bishop Allen Rd, NONE, 70
Bayview Ave at Finch Ave East, Bayview Ave at Eglinton Ave East, 75
Eglinton Ave East at Leslie St, Leslie St at McNicoll Ave, 60
eglinton and oriole park way, Eglinton Ave West at Oriole Pkwy, 90
adelaide st. and spadina, Queen St West at Spadina Ave, 70
adelaide st, Parliament St at Adelaide St East, 60
avenue road and eglinton to avenue and wilson, Avenue Rd at Eglinton Ave West, 70
cherry street and commissioner, Commissioners St at Cherry St, 90
oldm to hmlp and lkmd., NONE, NONE
dupont/salem ave., Dupont St at Salem Ave, 90
on keele at cluston ave, Weston Rd at Clouston Ave, 80
irwin and bay, Bay St at Gerrard St West, 60
starview on weston, Weston Rd at Starview Lane, 90
dufferine and bridgedale, Dufferin St at Bridgeland Ave, 85
parliament street / cast, Parliament St at Carlton St, 60
cosburn avenue / bstn / mstn, NONE, NONE
53 steeles route-all runs, NONE, NONE
crescent town, Crescent Town Rd at Victoria Park Ave, 90
mornell court on ellesmere, Ellesmere Rd at Mornelle Crt, 80
peckham and goulding, NONE, NONE
valleywoods on york mills, Valley Woods Rd at York Mills Rd, 70
driftwood @ wilmont, Driftwood Ave at Wilmont Dr, 95
NONE, NONE, NONE
between eglinton & lawrence, NONE, 0
curlew dr., Lawrence Ave East at Curlew Dr West Side, 90
birchnmmount garage, NONE, 0
darlingbrook crescent and royal york., Royal York Rd at Darlingbrook Cres South Side, 90
darlingbrook crescent, NONE, 0
dixon and hwy27, Dixon Rd at Highway 427 Overpass, 90
exhibtion west loop (springhurst loop), NONE, 0
from oldm to lkmd and hmlp, NONE, 0
sheppard ave and eglinton ave, NONE, 0
purple dusk trail on neilson rd, Neilson Rd at Purpledusk Trail South Side, 90
scarb town station, Scarborough Town Centre, 90
adelaide and spadina., NONE, NONE
peter kaiser on steeles west, Peter Kaiser Gate at Steeles Ave West, 80
thorncliffe to st clair station, St Clair Ave East at Thorncliffe Park Dr (East), 60
dufferin and peel, Dufferin St at Peel Crt, 60
park street and kennedy road, Kennedy Rd at Park St, 90
coldwater & leslie, Leslie St at Coldwater Rd, 90
the east mall & eglinton, Eglinton Ave West at The East Mall, 80
islington & bloor, Islington Ave at Bloor St West, 100
finch and  victoria park, Victoria Park Ave at Finch Ave East, 90
NONE, NONE, NONE
NONE, NONE, NONE
NONE, NONE, 0
Eglinton Ave East at Bayview Ave East Side, Eglinton Ave East at Bayview Ave East Side, 75
Deerford Rd at Don Mills Rd, Deerford Rd at Don Mills Rd, 100
Eglinton Ave West at Russell Hill Rd, Eglinton Ave West at Russell Hill Rd, 100
Murray Ross Pkwy at Steeles Ave West, Murray Ross Pkwy at Steeles Ave West, 80
Emmett Ave at Eglinton Ave West, Emmett Ave at Eglinton Ave West, 100
Don Mills Rd at Steeles Ave East, Steeles Ave East at Don Mills Rd, 60
Belfield Rd at Martin Grove Rd, Belfield Rd at Martin Grove Rd, 100
Driftwood Ave at Yewtree Blvd, Driftwood Ave at Yewtree Blvd, 100
Yonge St at Athabaska Ave, Yonge St at Athabaska Ave, 100
rexdale blvd and martin grove, Martin Grove Rd at Rexdale Blvd, 95
steeles at martin grove, Steeles Ave West at Martin Grove Rd, 95
eglinton ave. e. just west of leslie st., Eglinton Ave East at Leslie St, 85
don mills between eglinton & lawrence, Don Mills Rd at Eglinton Ave East, 75
eglinton and beesborough, Eglinton Ave East at Beachell St, 70
eglinton between kipling & duplex, NONE, NONE
avenue rd & roselawn, Avenue Rd at Roselawn Ave, 95
yonge/drewry, Drewry Ave at Yonge St, 90
bihi, NONE, NONE
.bellamy route, NONE, NONE
chaplin & oriale pky, Chaplin Cres at Oriole Pkwy, 85
2278 brimley, 2278 Brimley Rd, 100
steeles/yonge to queens quay, NONE, 20
markanna on markham road, Markham Rd at Markanna Dr, 95
blue jay ways/spandina ave, King St West at Blue Jays Way East Side, 80
woodbine station /danforth station, Woodbine Station, 60
parlament/ carlton, Parliament St at Carlton St, 95
woodbine station/ danforth, Woodbine Station, 60
wallace on lansdowne, Lansdowne Ave at Wallace Ave, 90
pharmacy and surrey, Pharmacy Ave at Surrey Ave, 100
varna and cather cres, NONE, 0
sewells - littles, Sewells Rd at McLevin Ave, 75
on wilson ave in front of wilson station, Wilson Ave at Wilson Station, 60
islington & finch both ways, Islington Ave at Finch Ave West, 85
variety village and danforth-kingston rd, Danforth Ave at Main St, 50
main station closure, Main St at Danforth Ave, 80
gerrard/parliament, Parliament St at Gerrard St East, 90
main station closed, Main St at Danforth Ave, 80
donaway west & lawrence, The Donway West at Lawrence Ave East, 90
qsprk, Queen's Park, 70
NONE, NONE, NONE
bathurst / warwick ave, Bathurst St at Warwick Ave, 90
fort york and angelique, NONE, NONE
ellesmere rd and kennedy rd, Ellesmere Rd at Kennedy Rd, 95
fort york at angelique, NONE, NONE
flemington and varna, Flemington Rd at Varna Dr, 95
kennedy at lovering rd, Kennedy Rd at Lovering Rd, 95
warden at hymus, Warden Ave at Hymus Rd, 95
weston and lawrence wb, Lawrence Ave West at Weston Rd, 70
kennedy at lawrence, Kennedy Rd at Lawrence Ave East, 90
e. liberty /atlantic, King St West at Atlantic Ave, 70
victoria park/ dawes, Victoria Park Ave at Dawes Rd, 90
montgomery ave and yonge, Yonge St at Montgomery Ave, 90
broadway ave., Bayview Ave at Broadway Ave, 80
middlefield/steeles loop, Middlefield Rd Loop at Steeles Ave East, 90
yonge - steeles, Yonge St at Steeles Ave East, 90
danforth/barrington, Danforth Ave at Barrington Ave, 90
queensway to humber loop, Humber Loop at The Queensway, 70
markham - greenbrae, Markham Rd at Greenbrae Circt, 80
ellemere and mondeo1, Ellesmere Rd at Mondeo Dr, 90
fernside dr. and york mills rd., York Mills Rd at Fenside Dr, 80
bartor road, Bartor Rd at Clayson Rd, 90
fountainhead rd and sentinel, Sentinel Rd at Fountainhead Rd, 90
finch w and oakdale, Oakdale Rd at Sheppard Ave West North Side, 80
sherwood and pharmacy, Pharmacy Ave at Sherwood Ave, 90
maekham rd and select, Markham Rd at Select Ave, 90
cherry loop, NONE, 40
kane & eglinton, Eglinton Ave West at Kane Ave East Side, 70
sheppard/hedge end road, NONE, 40
wilson and epic, Wilson Ave at Epic Lane Rd East Side, 90
finch w and sentinel, Finch Ave West at Sentinel Rd East Side, 90
steeles w and islinton, Steeles Ave West at Islington Ave, 95
don mills station and sheppard ave, Sheppard Ave East at Don Mills Rd, 80
wilson and 401 exit ramp, NONE, NONE
winnipeg road, Islington Ave at Winnipeg Rd, 90
eglnton and warden, Eglinton Ave East at Warden Ave, 90
wellington⊦yonge to bay, Wellington St West at Bay St, 70
bergamot and islington, Islington Ave at Bergamot Ave, 95
queenspark & wellesley, Queen's Park Cres East at Wellesley St East North Side, 70
islington nd evans, Islington Ave at Evans Ave, 90
mckee and bayview, Bayview Ave at McKee Ave, 90
don mills & wynford drive, Don Mills Rd at Wynford Dr, 80
midland and norbury, Midland Ave at Norbury Cres, 90
midland and ellesmere (rt), NONE, NONE
driftwood and grandravine drive, Grandravine Dr at Driftwood Ave, 90
ellesmere cul-de-sac kingston, NONE, NONE
seasons and stains, Staines Rd at Seasons Dr, 80
dawes road / mstn  / bstn, Dawes Rd at Brenton St, 60
victoria park station to mainstn, NONE, NONE
markland woods, Bloor St West at Markland Dr (East), 60
finch station - sewells/littles, NONE, NONE
finch west station- morningside/nightstar, NONE, NONE
dufferin and rowan ave, NONE, NONE
finch - tapscott, Tapscott Rd at Finch Ave East North Side, 80
weston /eglinton, Eglinton Ave West at Weston Rd, 90
bayview ave to york mills sttn, York Mills Station, 60
queen to queens quay, Queens Quay West at Lower Spadina Ave, 50
pleasant blvd and avoca ave, Pleasant Blvd at Avoca Ave, 100
stevenwood on markham road, Markham Rd at Stevenwood Rd North Side, 90
mt pleasant and glengowan rd, Mt Pleasant Rd at Glengowan Rd, 100
junction/keele, Keele St at Junction Rd, 80
don mills & donway south, Don Mills Rd at The Donway East (South), 95
lawrence & donway south, Lawrence Ave East at The Donway East, 95
albion and kipling., Albion Rd at Kipling Ave, 95
york mill route, York Mills Rd at Leslie St, 90
brandon on lansdowne, Lansdowne Ave at Brandon Ave, 95
laskay and driftwood, Driftwood Ave at Laskay Cres, 95
roayl york and breacrest, Royal York Rd at Bloor St West, 85
54 lawrence east route, NONE, 50
longbourne, Longbourne Dr at Willowridge Rd, 95
rolark, Birchmount Rd at Rolark Dr, 95
runnymede loop to dundas w.stn, Runnymede Loop at Dundas St West, 90
finch/kenneth ave, Finch Ave East at Kenneth Ave, 85
bannantyne and silvergrove, Bannatyne Dr at Silvergrove Rd, 95
ellesmere & scarb golf club, Ellesmere Rd at Scarborough Golf Club Rd, 95
elm ridge, Bathurst St at Elm Ridge Dr, 90
iislington station, Islington Station, 95
dentonia, Dawes Rd at Dentonia Park Ave, 90
kingston and sandown, Kingston Rd at Sandown Ave, 95
markham and kingston rd, Markham Rd at Kingston Rd, 95
kennedy / cummer, Kennedy Rd at Cummer Ave, 85
scarb college looop, Scarborough Centre Station, 60
bayview / lawrence, Bayview Ave at Lawrence Ave East - York University Glendon Campus, 70
atlantic/liberty, Atlantic Ave at Liberty St, 90
wickson trail and neilson rd, Neilson Rd at Wickson Trail, 90
sheppard ave and markham rd, Sheppard Ave East at Markham Rd, 100
void, NONE, 10
woodington and danforth ave, Danforth Ave at Woodington Ave, 90
yonge and belmont, Yonge St at Belmont St, 100
cosburn / mstn / bstn, NONE, 40
morningview & moningside, Morningside Ave at Morningview Trail, 100
dawes road / mstn / bstn, Dawes Rd at Danforth Ave, 80
victoria park to main station, NONE, NONE
greenwin village and bathurrst, Greenwin Village Rd at Bathurst St, 90
vp on ellesmere, Victoria Park Ave at Ellesmere Rd, 85
eglinton and don mills and victoria park and bayview, Eglinton Ave East at Don Mills Rd, 50
